V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V39F	V40	V40F	V41	V42	V43	V44	V45	V46	V47	V48	V48F	V49	V49F	V50	V51	V51F	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V83F	V84	V84F	V85	V85F	V86	V86F	V87	V87F	V88	V88F	V89	V89F	V90	V90F	V91	V91F	V92	V93	V93F	V94	V94F	V95	V95F	V96	V96F	V97	V97F	V98	V98F	V99	V99F	V100	V100F	V101	V101F	V102	V102F	V103	V103F	V104	V105	V105F	V106	V107	V107F	V108	V108F	V109	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V124F	V125	V125F	V126	V126F	V127S	V127	V127F	V128	V128F	V129	V130	V130F	V131	V131F	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V138F	V139	V139F	V140	V140F	V141	V141F	V142	V142F	V143	V143F	V144	V144F	V145	V145F	V146	V146F	V147	V147F	V148	V148F	V149	V149F	V150	V150F	V151	V151F	V152	V152F	V153	V154	V154F	V155	V155F	V156	V156F	V157	V157F	V158	V158F	V159	V159F	V160	V160F	V161	V161F	V162	V162F	V163	V163F	V164	V164F	V165	V165F	V166	V166F	V167	V167F	V168	V168F	V169	V169F	V170	V170F	V171	V171F	V172	V173	V173F	V174	V174F	V175	V175F	V176	V176F	V177	V177F	V178	V178F	V179	V179F	V180	V180F	V181	V181F	V182	V182F	V183	V183F	V184	V184F	V185	V185F	V186	V186F	V187	V187F	V188	V188F	V189	V189F	V190	V190F	V191	V192	V192F	V193	V193F	V194	V194F	V195	V195F	V196	V196F	V197	V198	V198F	V199	V199F	V200	V200F	V201	V201F	V202S	V202	V202F	V203	V204	V204F	V205	V205F	V206	V207	V208	V209	V210	V210S	V211	V212	V212F	V213	V214	V214F	V215	V216	V217	V218	V219	V220	V221	V222	V223	V223S	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V233S	V234	V235
340000000073500000000	NASH CORRECTIONAL INSTITUTION	 	 	 	NASHVILLE	NC	27856	P. O. BOX 600	NASHVILLE	NC	27856	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	640	0	532	0	1992	0	0	0	0	1	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	629	0	0	0	623	0	623	0	9999	0	999	0	99	0	623	0	254	0	343	0	11	0	8	0	3	0	999	0	999	0	4	0	OTHER/UNABLE TO DETERMINE	623	0	9999	0	618	1	5	0	9999	0	623	0	623	0	9999	0	999	0	623	0	0	0	1	22	0	2	999	0	60	0	1	999	0	1	0	9	0	999	0	 	9999	0	10	0	9999	0	623	0	9999	0	999	0	9	0	623	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	287	1	99	0	999	0	999	0	287	1	999	0	3	1	2	1	154	1	69	1	21	1	14	1	99	0	99	0	20	1	4	1	 	999	0	999	0	198	1	89	1	134	1	99	0	148	1	99	0	1	1	99	0	4	1	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	287	1	99	0	84	1	99	0	137	1	99	0	2	1	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	223	1	99	0	99	0	2	999	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	 	0	392	0	2	999	0	1	1	1	1	0	1	1	0	0	 	0	1	1	1	1	1	1	1	1	0	 	0	NASH COUNTY
340000000073600000000	ORANGE CORRECTIONAL CENTER	 	 	 	HILLSBOROUGH	NC	27278	2110 CLARENCE WALTERS RD	HILLSBOROUGH	NC	27278	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	1	0	0	0	0	0	 	1	2	180	0	180	0	1933	1	0	0	0	0	2	40	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	176	0	0	0	176	0	176	0	9999	0	999	0	99	0	176	0	44	0	127	0	2	0	999	0	999	0	999	0	999	0	3	0	UNABLE TO DETERMINE	176	0	9999	0	9999	0	176	0	9999	0	176	0	164	0	12	0	999	0	176	0	0	0	1	2	0	2	999	0	15	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	176	0	9999	0	999	0	9	0	176	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	43	0	0	0	0	0	0	0	43	0	0	0	2	0	0	0	22	0	12	0	0	0	3	0	0	0	0	0	1	0	3	0	 	0	0	0	0	25	0	18	0	21	0	99	0	22	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	43	0	0	0	14	0	99	0	20	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	34	0	0	0	78	0	2	999	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	0	9	1	32	0	1	1	1	0	0	1	1	1	0	 	0	1	1	1	0	0	1	0	0	0	 	0	ORANGE COUNTY
340000000073800000000	SANFORD CORRECTIONAL CENTER	 	 	 	SANFORD	NC	27330	P. O. BOX 2490	SANFORD	NC	27330	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	298	0	298	0	1939	0	0	0	0	1	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	277	1	0	0	275	0	275	0	9999	0	999	0	99	0	275	0	98	0	162	0	2	0	12	0	999	0	999	0	999	0	1	0	OTHER	275	0	9999	0	9999	0	275	0	9999	0	275	0	157	0	117	0	1	0	275	0	0	0	1	3	0	2	999	0	18	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	0	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	72	0	99	0	999	0	999	0	72	0	999	0	2	0	1	0	41	0	15	0	999	0	3	0	3	0	3	0	3	0	1	0	 	999	0	999	0	49	0	23	0	38	0	99	0	32	0	1	0	1	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	71	0	1	0	26	0	99	0	28	0	1	0	1	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	55	0	1	0	304	0	1	1	0	0	0	0	0	0	0	 	0	0	1	1	0	0	0	1	1	0	1	1	WORK RELEASE	0	245	0	1	6	0	0	0	1	0	0	1	1	0	0	 	0	1	1	1	0	0	0	1	0	0	 	0	LEE COUNTY
340000000074000000000	UMSTEAD CORRECTIONAL CENTER	 	 	 	BUTNER	NC	27509	P. O. BOX 106	BUTNER	NC	27509	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	0	0	0	0	0	0	 	1	1	114	0	150	0	1958	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	106	1	0	0	102	1	102	0	9999	0	999	0	99	0	102	0	31	0	71	0	9999	0	999	0	999	0	999	0	999	0	999	0	 	102	0	9999	0	9999	0	102	0	9999	0	102	0	32	0	70	0	999	0	102	0	0	0	2	0	0	2	999	0	0	9	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	102	0	9999	0	999	0	9	0	102	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	44	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	30	0	5	0	0	0	2	0	0	0	0	0	2	0	3	0	 	0	0	0	0	34	0	10	0	16	0	99	0	20	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	NOT SPECIFIED	8	0	99	0	44	0	0	0	15	0	99	0	20	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	35	0	0	0	36	1	2	0	0	0	0	0	0	0	0	 	0	0	2	99	0	0	0	0	1	0	1	0	 	0	102	0	2	999	0	1	1	1	0	0	0	0	0	0	 	0	1	1	0	1	0	0	0	0	0	 	0	GRANVILLE COUNTY
340000000074200000000	WAKE CORRECTIONAL CENTER	 	 	 	RALEIGH	NC	27513	1000 ROCK QUARRY RD	RALEIGH	NC	27610	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	1	0	0	0	0	0	 	1	2	414	0	414	0	1966	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	400	1	0	0	401	0	401	0	9999	0	999	0	99	0	401	0	184	1	210	1	6	1	0	0	1	0	999	0	999	0	999	0	 	401	0	9999	0	9999	0	401	0	9999	0	401	0	76	1	325	1	999	0	401	0	0	0	1	8	1	2	999	0	0	9	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	100	0	0	0	2	0	0	0	102	0	0	0	1	0	3	0	58	0	21	0	0	0	9	0	0	0	0	0	4	0	6	0	 	0	0	0	0	63	0	39	0	41	1	99	0	58	1	99	0	1	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	100	0	0	0	31	0	99	0	48	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	79	0	0	0	475	0	2	999	0	0	0	0	0	0	0	 	0	0	1	0	0	3	0	1	1	0	1	0	 	0	396	0	1	32	1	1	1	1	0	0	1	1	0	0	 	0	0	0	1	1	0	1	1	1	0	 	0	WAKE COUNTY
340000000074400000000	ANSON CORRECTIONAL CENTER	 	 	 	POLKTON	NC	28135	RT 1 BOX 160C	POLKTON	NC	28135	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	1	0	0	0	0	0	 	1	2	308	0	308	0	1932	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	303	0	0	0	299	0	299	0	9999	0	999	0	99	0	299	0	68	0	221	0	4	0	5	0	1	0	999	0	999	0	999	0	 	299	0	9999	0	9999	0	299	0	9999	0	299	0	260	0	39	0	0	0	299	0	0	0	1	1	0	2	999	0	23	0	1	999	0	999	0	1	0	999	0	 	9999	0	1	0	9999	0	299	0	9999	0	999	0	9	0	299	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	62	0	99	0	7	0	999	0	69	0	999	0	3	0	1	0	42	0	8	0	1	0	2	0	4	0	1	0	2	0	5	0	 	999	0	999	0	52	0	17	0	34	0	99	0	28	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	62	0	99	0	26	0	99	0	24	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	50	0	99	0	182	0	2	999	0	0	0	2	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	220	1	1	58	1	0	1	1	0	0	1	1	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	ANSON COUNTY
340000000074450000000	WARREN CORRECTIONAL CENTER	 	 	 	MANSON	NC	27553	P. O. BOX 399	MANSON	NC	27553	999	999	9999	9999	999	999	9999	 	2	1	2	MEDIUM/CLOSE	1	0	0	0	0	1	0	0	0	0	1	LONG TERM SEGREGATION	1	3	851	0	755	0	1997	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	767	1	0	0	794	0	794	0	9999	0	999	0	99	0	794	0	215	0	537	0	0	9	0	9	0	9	0	9	0	9	42	0	COMBINATION C, D,E, F	794	0	124	0	588	0	82	0	0	0	794	0	686	0	108	0	999	0	794	0	0	0	1	20	1	2	999	0	0	9	1	999	0	75	0	123	0	999	0	INTENSIVE CONTROL	0	0	198	0	9999	0	794	0	9999	0	999	0	9	0	794	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	349	0	6	0	0	0	999	0	349	0	6	0	3	0	10	0	159	0	140	0	8	0	1	0	99	0	99	0	5	0	999	0	NOT SPECIFIED	999	0	29	0	175	0	180	0	147	0	4	0	192	0	2	0	3	0	99	0	7	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	349	0	6	0	116	0	99	0	175	0	99	0	3	0	99	0	5	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	299	0	99	0	451	0	2	999	0	0	0	1	0	0	0	 	0	0	1	99	0	0	0	0	1	0	1	1	INMATE CONSTRUCTION	0	442	0	2	999	0	1	1	1	0	0	1	1	0	0	 	0	1	1	1	0	1	1	1	1	0	 	0	WARREN COUNTY
340000000074460000000	HYDE CORRECTIONAL INSTITUTION	 	 	 	SWAN QUARTER	NC	27885	P. O. BOX 278	SWAN QUARTER	NC	27885	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	620	0	700	0	1996	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	592	0	0	0	598	0	598	0	9999	0	999	0	99	0	598	0	169	0	388	0	23	0	10	0	999	0	999	0	7	0	1	0	OTHER	598	0	1	0	518	0	78	0	1	0	598	0	559	0	37	0	2	0	598	0	0	0	1	24	0	2	999	0	28	0	1	999	0	6	0	11	0	999	0	 	9999	0	17	0	9999	0	9999	0	9999	0	999	0	9	0	0	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	241	0	99	0	2	0	999	0	243	0	999	0	4	0	6	0	123	0	73	0	9	0	8	0	99	0	99	0	10	0	8	0	OTHER/NOT SPECIFIED	2	0	999	0	148	0	95	0	137	0	99	0	103	0	99	0	1	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	241	0	99	0	101	0	0	0	94	0	0	0	1	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	196	0	0	0	707	0	1	1	0	0	0	7	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	540	0	2	999	0	1	1	1	0	0	1	1	0	0	 	0	1	1	0	0	0	1	1	0	0	 	0	HYDE COUNTY
340000000074470000000	ALBEMARLE CORRECTIONAL INSTITUTION	 	 	 	BADIN	NC	28009	P. O. BOX 458	BADIN	NC	28009	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	856	0	624	0	1999	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	850	0	0	0	847	0	847	0	9999	0	999	0	99	0	847	0	275	0	452	0	70	0	8	0	8	0	999	0	34	0	999	0	 	847	0	1	0	837	0	9	0	9999	0	847	0	834	0	13	0	999	0	847	0	0	0	1	99	0	2	999	0	49	0	1	999	0	19	0	13	0	999	0	MCON	1	0	33	0	9999	0	847	0	9999	0	999	0	9	0	847	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	298	0	99	0	999	0	999	0	298	0	999	0	1	0	3	0	167	0	73	0	6	0	13	0	0	0	0	0	10	0	25	0	 	0	0	0	0	184	0	114	0	235	0	99	0	59	0	99	0	2	0	99	0	1	0	9	0	1	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	298	0	0	0	189	0	99	0	48	0	99	0	2	0	99	0	1	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	240	0	0	0	841	0	2	999	0	0	0	10	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	500	1	2	999	0	1	1	1	0	1	1	1	0	0	 	0	1	1	1	1	1	1	1	0	1	DOMESTIC VIOLENCE PROGRAM	0	STANLY COUNTY
340000000074480000000	CRAVEN CORRECTIONAL INSTITUTION	 	 	 	VANCEBORO	NC	28586	P. O. BOX 839	VANCEBORO	NC	28586	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	1	0	0	0	0	0	0	0	0	 	3	3	712	1	584	1	1996	0	0	0	0	1	9	9999	0	999	0	1	712	0	1987	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	659	0	0	0	679	0	679	0	9999	0	999	0	99	0	679	0	176	0	438	0	28	0	22	0	1	0	1	0	2	0	11	0	UNABLE TO DETERMINE	679	0	19	0	294	0	220	0	146	0	679	0	462	0	182	0	35	0	679	0	0	0	1	32	0	2	999	0	22	0	1	1	0	9	0	20	0	0	0	 	0	0	30	0	9999	0	679	0	9999	0	999	0	9	0	679	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	302	1	1	1	5	1	0	0	307	1	1	1	3	1	6	1	147	1	59	1	7	1	2	1	1	1	0	1	17	1	53	1	MAILROOM/WAREHOUSE/FOOD SERVICE	6	1	7	1	181	1	127	1	164	1	1	1	129	1	99	0	7	1	99	0	1	1	9	0	1	1	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	302	1	1	1	100	1	1	0	98	1	99	0	7	1	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	205	1	1	1	700	0	1	4	0	0	1	23	0	0	1	 	0	1	1	0	0	0	1	0	1	0	0	0	 	0	220	0	2	999	0	1	1	1	0	1	1	1	0	0	 	0	1	1	0	1	0	0	1	1	0	 	0	CRAVEN COUNTY
340000000074500000000	BLADEN CORRECTIONAL CENTER	 	 	 	ELIZABETHTOWN	NC	28337	5853 US 701 N	ELIZABETHTOWN	NC	28337	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	1	0	0	0	0	0	 	1	2	172	0	144	0	1954	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	168	0	0	0	158	0	158	0	0	0	0	0	0	0	158	0	36	0	114	0	1	0	7	0	0	0	0	0	0	0	0	0	 	158	0	0	0	0	0	158	0	0	0	158	0	158	0	0	0	0	0	158	0	0	0	2	0	0	2	999	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	158	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	55	0	0	0	0	0	0	0	55	0	0	0	2	0	2	0	34	0	7	0	4	0	2	0	0	0	0	0	1	0	3	0	 	0	0	0	0	41	0	14	0	37	0	0	0	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	55	0	0	0	26	0	0	0	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	41	0	0	0	25	0	2	999	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	143	0	1	16	0	0	1	1	0	0	1	0	0	0	 	0	1	1	0	0	0	0	1	0	0	 	0	BLADEN COUNTY
340000000074600000000	COLUMBUS CORRECTIONAL CENTER	 	 	 	BRUNSWICK	NC	28424	P. O. BOX 8	BRUNSWICK	NC	28424	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	698	0	612	1	1930	0	0	0	0	1	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	694	1	0	0	694	1	694	1	9999	0	999	0	99	0	694	1	75	1	443	1	29	1	36	1	999	0	999	0	13	1	98	0	NOT SPECIFIED	694	1	7	1	679	1	8	1	9999	0	694	1	669	1	24	1	1	1	694	1	0	1	1	37	1	2	999	0	27	1	1	2	1	18	1	7	1	999	0	ICON	1	1	28	1	9999	0	694	1	9999	0	999	0	9	0	694	1	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	245	1	99	0	999	0	999	0	245	1	999	0	2	1	2	0	184	1	25	0	8	0	9	0	0	0	0	0	9	0	6	0	 	0	0	0	0	203	0	42	0	175	0	99	0	57	0	99	0	999	0	99	0	13	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	245	0	0	0	147	0	99	0	49	0	99	0	13	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	209	0	0	0	1025	1	2	999	0	0	1	6	1	0	0	 	0	0	1	0	0	0	0	1	1	0	1	0	 	0	426	1	2	999	0	1	1	1	0	0	1	1	0	1	COMPUTER CLASS	0	1	1	1	0	0	1	0	0	0	 	0	COLUMBUS COUNTY
340000000074700000000	HOKE CORRECTIONAL INSTITUTION	 	 	 	RAEFORD	NC	28376	P. O. BOX 700	RAEFORD	NC	28376	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	1	IN TRANSIT	1	3	526	0	500	0	1954	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	495	0	0	0	485	0	485	0	9999	0	999	0	99	0	485	0	153	0	291	0	14	0	19	0	2	0	999	0	999	0	6	0	UNABLE TO DETERMINE	485	0	1	0	482	0	2	0	9999	0	485	0	67	0	418	0	999	0	485	0	0	0	1	16	0	2	999	0	15	0	1	17	0	12	0	6	0	999	0	 	9999	0	35	0	9999	0	485	0	9999	0	999	0	9	0	485	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	217	0	99	0	0	0	999	0	217	0	999	0	3	0	4	0	133	0	57	0	3	0	11	0	0	0	0	0	3	0	3	0	 	999	0	999	0	142	0	75	0	85	0	99	0	114	0	99	0	3	0	99	0	15	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	217	0	99	0	69	0	99	0	104	0	99	0	3	0	99	0	14	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	190	0	99	0	663	0	2	999	0	0	0	7	0	0	0	 	0	0	1	0	0	0	0	0	1	0	1	0	 	0	183	0	2	999	0	1	1	1	0	0	0	1	0	0	 	0	1	1	1	0	0	0	0	1	1	COGNITIVE BEHAVIOR INTERVENTION	0	HOKE COUNTY
340000000075100000000	ROBESON CORRECTIONAL CENTER	 	 	 	LUMBERTON	NC	28359	P. O. BOX 1979	LUMBERTON	NC	28360	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	0	0	0	0	0	0	 	1	2	304	0	304	0	1931	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	288	0	0	0	271	0	271	0	9999	0	999	0	99	0	271	0	77	1	146	1	1	0	45	1	1	0	999	0	1	0	999	0	 	271	0	9999	0	9999	0	271	0	9999	0	271	0	174	0	97	0	999	0	271	0	0	0	1	1	1	2	999	0	17	0	9	999	0	12	0	4	0	999	0	 	9999	0	16	0	9999	0	271	0	9999	0	999	0	9	0	271	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	84	0	99	0	999	0	999	0	84	0	999	0	17	0	1	0	52	0	9	0	999	0	4	0	99	0	99	0	999	0	1	0	 	999	0	999	0	69	0	15	0	25	0	99	0	26	0	99	0	999	0	99	0	33	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	84	0	99	0	20	0	99	0	20	0	99	0	999	0	99	0	21	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	61	0	99	0	343	0	2	999	0	0	1	0	1	0	1	 	0	1	1	7	1	0	0	0	1	0	1	0	 	0	9999	0	1	41	1	1	1	1	1	0	0	0	0	0	 	0	1	1	0	0	0	1	1	0	0	 	0	ROBESON COUNTY
340000000075200000000	SAMPSON CORRECTIONAL INSTITUTION	 	 	 	CLINTON	NC	28328	700 NW BLVD	CLINTON	NC	28328	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	1	ENTERPRISE/LAUNDRY	1	3	462	1	462	1	1938	0	0	0	0	1	9	9999	0	999	0	1	462	0	1989	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	455	1	0	0	460	1	460	0	9999	0	999	0	99	0	460	0	175	0	229	0	31	0	12	0	999	0	999	0	5	0	8	0	NOT SPECIFIED	460	0	9999	0	414	0	46	0	9999	0	460	0	443	0	17	0	0	0	460	0	0	1	1	38	0	2	999	0	27	0	1	1	1	3	1	6	1	999	0	 	9999	0	10	0	9999	0	462	0	9999	0	999	0	9	0	462	0	9999	0	9999	0	999	0	9	0	 	99	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	172	0	99	0	999	0	999	0	172	0	999	0	4	0	1	0	117	0	31	0	999	0	10	0	99	0	99	0	999	0	6	0	NOT SPECIFIED	1	0	2	0	122	0	50	0	83	0	99	0	86	0	99	0	1	0	99	0	2	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	172	0	99	0	71	1	99	0	74	1	99	0	1	0	99	0	2	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	148	0	99	0	537	0	1	5	0	0	1	8	1	0	0	 	0	0	1	0	0	0	0	1	1	0	1	0	 	0	344	1	2	999	0	1	1	1	0	0	1	0	0	0	 	0	1	1	0	0	0	1	1	0	0	 	0	SAMPSON COUNTY
